Territory X Date,target,cases,Territory,Date
Madagascar X 3/24/20,0,17,Madagascar,3/24/20
Madagascar X 3/25/20,0,19,Madagascar,3/25/20
Madagascar X 3/26/20,0,23,Madagascar,3/26/20
Madagascar X 3/27/20,0,26,Madagascar,3/27/20
Madagascar X 3/28/20,0,26,Madagascar,3/28/20
Madagascar X 3/29/20,0,39,Madagascar,3/29/20
Madagascar X 3/30/20,0,43,Madagascar,3/30/20
Madagascar X 3/31/20,0,57,Madagascar,3/31/20
Madagascar X 4/1/20,0,57,Madagascar,4/1/20
Malawi X 1/22/20,0,0,Malawi,1/22/20
Malawi X 1/23/20,0,0,Malawi,1/23/20
Malawi X 1/24/20,0,0,Malawi,1/24/20
Malawi X 1/25/20,0,0,Malawi,1/25/20
Malawi X 1/26/20,0,0,Malawi,1/26/20
Malawi X 1/27/20,0,0,Malawi,1/27/20
Malawi X 1/28/20,0,0,Malawi,1/28/20
Malawi X 1/29/20,0,0,Malawi,1/29/20
Malawi X 1/30/20,0,0,Malawi,1/30/20
Malawi X 1/31/20,0,0,Malawi,1/31/20
Malawi X 2/1/20,0,0,Malawi,2/1/20
Malawi X 2/2/20,0,0,Malawi,2/2/20
Malawi X 2/3/20,0,0,Malawi,2/3/20
Malawi X 2/4/20,0,0,Malawi,2/4/20
Malawi X 2/5/20,0,0,Malawi,2/5/20
Malawi X 2/6/20,0,0,Malawi,2/6/20
Malawi X 2/7/20,0,0,Malawi,2/7/20
Malawi X 2/8/20,0,0,Malawi,2/8/20
Malawi X 2/9/20,0,0,Malawi,2/9/20
Malawi X 2/10/20,0,0,Malawi,2/10/20
Malawi X 2/11/20,0,0,Malawi,2/11/20
Malawi X 2/12/20,0,0,Malawi,2/12/20
Malawi X 2/13/20,0,0,Malawi,2/13/20
Malawi X 2/14/20,0,0,Malawi,2/14/20
Malawi X 2/15/20,0,0,Malawi,2/15/20
Malawi X 2/16/20,0,0,Malawi,2/16/20
Malawi X 2/17/20,0,0,Malawi,2/17/20
Malawi X 2/18/20,0,0,Malawi,2/18/20
Malawi X 2/19/20,0,0,Malawi,2/19/20
Malawi X 2/20/20,0,0,Malawi,2/20/20
Malawi X 2/21/20,0,0,Malawi,2/21/20
Malawi X 2/22/20,0,0,Malawi,2/22/20
Malawi X 2/23/20,0,0,Malawi,2/23/20
Malawi X 2/24/20,0,0,Malawi,2/24/20
Malawi X 2/25/20,0,0,Malawi,2/25/20
Malawi X 2/26/20,0,0,Malawi,2/26/20
Malawi X 2/27/20,0,0,Malawi,2/27/20
Malawi X 2/28/20,0,0,Malawi,2/28/20
Malawi X 2/29/20,0,0,Malawi,2/29/20
Malawi X 3/1/20,0,0,Malawi,3/1/20
Malawi X 3/2/20,0,0,Malawi,3/2/20
Malawi X 3/3/20,0,0,Malawi,3/3/20
Malawi X 3/4/20,0,0,Malawi,3/4/20
Malawi X 3/5/20,0,0,Malawi,3/5/20
Malawi X 3/6/20,0,0,Malawi,3/6/20
Malawi X 3/7/20,0,0,Malawi,3/7/20
Malawi X 3/8/20,0,0,Malawi,3/8/20
Malawi X 3/9/20,0,0,Malawi,3/9/20
Malawi X 3/10/20,0,0,Malawi,3/10/20
Malawi X 3/11/20,0,0,Malawi,3/11/20
Malawi X 3/12/20,0,0,Malawi,3/12/20
Malawi X 3/13/20,0,0,Malawi,3/13/20
Malawi X 3/14/20,0,0,Malawi,3/14/20
Malawi X 3/15/20,0,0,Malawi,3/15/20
Malawi X 3/16/20,0,0,Malawi,3/16/20
Malawi X 3/17/20,0,0,Malawi,3/17/20
Malawi X 3/18/20,0,0,Malawi,3/18/20
Malawi X 3/19/20,0,0,Malawi,3/19/20
Malawi X 3/20/20,0,0,Malawi,3/20/20
Malawi X 3/21/20,0,0,Malawi,3/21/20
Malawi X 3/22/20,0,0,Malawi,3/22/20
Malawi X 3/23/20,0,0,Malawi,3/23/20
Malawi X 3/24/20,0,0,Malawi,3/24/20
Malawi X 3/25/20,0,0,Malawi,3/25/20
Malawi X 3/26/20,0,0,Malawi,3/26/20
Malawi X 3/27/20,0,0,Malawi,3/27/20
Malawi X 3/28/20,0,0,Malawi,3/28/20
Malawi X 3/29/20,0,0,Malawi,3/29/20
Malawi X 3/30/20,0,0,Malawi,3/30/20
Malawi X 3/31/20,0,0,Malawi,3/31/20
Malawi X 4/1/20,0,0,Malawi,4/1/20
Malaysia X 1/22/20,0,0,Malaysia,1/22/20
Malaysia X 1/23/20,0,0,Malaysia,1/23/20
Malaysia X 1/24/20,0,0,Malaysia,1/24/20
Malaysia X 1/25/20,0,3,Malaysia,1/25/20
Malaysia X 1/26/20,0,4,Malaysia,1/26/20
Malaysia X 1/27/20,0,4,Malaysia,1/27/20
Malaysia X 1/28/20,0,4,Malaysia,1/28/20
Malaysia X 1/29/20,0,7,Malaysia,1/29/20
Malaysia X 1/30/20,0,8,Malaysia,1/30/20
Malaysia X 1/31/20,0,8,Malaysia,1/31/20
Malaysia X 2/1/20,0,8,Malaysia,2/1/20
Malaysia X 2/2/20,0,8,Malaysia,2/2/20
Malaysia X 2/3/20,0,8,Malaysia,2/3/20
Malaysia X 2/4/20,0,10,Malaysia,2/4/20
Malaysia X 2/5/20,0,12,Malaysia,2/5/20
Malaysia X 2/6/20,0,12,Malaysia,2/6/20
Malaysia X 2/7/20,0,12,Malaysia,2/7/20
Malaysia X 2/8/20,0,16,Malaysia,2/8/20
Malaysia X 2/9/20,0,16,Malaysia,2/9/20
Malaysia X 2/10/20,0,18,Malaysia,2/10/20
Malaysia X 2/11/20,0,18,Malaysia,2/11/20
Malaysia X 2/12/20,0,18,Malaysia,2/12/20
Malaysia X 2/13/20,0,19,Malaysia,2/13/20
Malaysia X 2/14/20,0,19,Malaysia,2/14/20
Malaysia X 2/15/20,0,22,Malaysia,2/15/20
Malaysia X 2/16/20,0,22,Malaysia,2/16/20
Malaysia X 2/17/20,0,22,Malaysia,2/17/20
Malaysia X 2/18/20,0,22,Malaysia,2/18/20
Malaysia X 2/19/20,0,22,Malaysia,2/19/20
Malaysia X 2/20/20,0,22,Malaysia,2/20/20
Malaysia X 2/21/20,0,22,Malaysia,2/21/20
Malaysia X 2/22/20,0,22,Malaysia,2/22/20
Malaysia X 2/23/20,0,22,Malaysia,2/23/20
Malaysia X 2/24/20,0,22,Malaysia,2/24/20
Malaysia X 2/25/20,0,22,Malaysia,2/25/20
Malaysia X 2/26/20,0,22,Malaysia,2/26/20
Malaysia X 2/27/20,0,23,Malaysia,2/27/20
Malaysia X 2/28/20,0,23,Malaysia,2/28/20
Malaysia X 2/29/20,0,25,Malaysia,2/29/20
Malaysia X 3/1/20,0,29,Malaysia,3/1/20
Malaysia X 3/2/20,0,29,Malaysia,3/2/20
Malaysia X 3/3/20,0,36,Malaysia,3/3/20
Malaysia X 3/4/20,0,50,Malaysia,3/4/20
Malaysia X 3/5/20,0,50,Malaysia,3/5/20
Malaysia X 3/6/20,0,83,Malaysia,3/6/20
Malaysia X 3/7/20,0,93,Malaysia,3/7/20
Malaysia X 3/8/20,0,99,Malaysia,3/8/20
Malaysia X 3/9/20,0,117,Malaysia,3/9/20
Malaysia X 3/10/20,0,129,Malaysia,3/10/20
Malaysia X 3/11/20,0,149,Malaysia,3/11/20
Malaysia X 3/12/20,0,149,Malaysia,3/12/20
Malaysia X 3/13/20,0,197,Malaysia,3/13/20
Malaysia X 3/14/20,0,238,Malaysia,3/14/20
Malaysia X 3/15/20,0,428,Malaysia,3/15/20
Malaysia X 3/16/20,0,566,Malaysia,3/16/20
Malaysia X 3/17/20,2,673,Malaysia,3/17/20
Malaysia X 3/18/20,2,790,Malaysia,3/18/20
Malaysia X 3/19/20,2,900,Malaysia,3/19/20
Malaysia X 3/20/20,3,1030,Malaysia,3/20/20
Malaysia X 3/21/20,4,1183,Malaysia,3/21/20
Malaysia X 3/22/20,10,1306,Malaysia,3/22/20
Malaysia X 3/23/20,14,1518,Malaysia,3/23/20
Malaysia X 3/24/20,16,1624,Malaysia,3/24/20
Malaysia X 3/25/20,20,1796,Malaysia,3/25/20
Malaysia X 3/26/20,23,2031,Malaysia,3/26/20
Malaysia X 3/27/20,26,2161,Malaysia,3/27/20
Malaysia X 3/28/20,27,2320,Malaysia,3/28/20
Malaysia X 3/29/20,35,2470,Malaysia,3/29/20
Malaysia X 3/30/20,37,2626,Malaysia,3/30/20
Malaysia X 3/31/20,43,2766,Malaysia,3/31/20
Malaysia X 4/1/20,45,2908,Malaysia,4/1/20
Maldives X 1/22/20,0,0,Maldives,1/22/20
Maldives X 1/23/20,0,0,Maldives,1/23/20
Maldives X 1/24/20,0,0,Maldives,1/24/20
Maldives X 1/25/20,0,0,Maldives,1/25/20
Maldives X 1/26/20,0,0,Maldives,1/26/20
Maldives X 1/27/20,0,0,Maldives,1/27/20
Maldives X 1/28/20,0,0,Maldives,1/28/20
Maldives X 1/29/20,0,0,Maldives,1/29/20
Maldives X 1/30/20,0,0,Maldives,1/30/20
Maldives X 1/31/20,0,0,Maldives,1/31/20
Maldives X 2/1/20,0,0,Maldives,2/1/20
Maldives X 2/2/20,0,0,Maldives,2/2/20
Maldives X 2/3/20,0,0,Maldives,2/3/20
Maldives X 2/4/20,0,0,Maldives,2/4/20
Maldives X 2/5/20,0,0,Maldives,2/5/20
Maldives X 2/6/20,0,0,Maldives,2/6/20
Maldives X 2/7/20,0,0,Maldives,2/7/20
Maldives X 2/8/20,0,0,Maldives,2/8/20
Maldives X 2/9/20,0,0,Maldives,2/9/20
Maldives X 2/10/20,0,0,Maldives,2/10/20
Maldives X 2/11/20,0,0,Maldives,2/11/20
Maldives X 2/12/20,0,0,Maldives,2/12/20
Maldives X 2/13/20,0,0,Maldives,2/13/20
Maldives X 2/14/20,0,0,Maldives,2/14/20
Maldives X 2/15/20,0,0,Maldives,2/15/20
Maldives X 2/16/20,0,0,Maldives,2/16/20
Maldives X 2/17/20,0,0,Maldives,2/17/20
Maldives X 2/18/20,0,0,Maldives,2/18/20
Maldives X 2/19/20,0,0,Maldives,2/19/20
Maldives X 2/20/20,0,0,Maldives,2/20/20
Maldives X 2/21/20,0,0,Maldives,2/21/20
Maldives X 2/22/20,0,0,Maldives,2/22/20
Maldives X 2/23/20,0,0,Maldives,2/23/20
Maldives X 2/24/20,0,0,Maldives,2/24/20
Maldives X 2/25/20,0,0,Maldives,2/25/20
Maldives X 2/26/20,0,0,Maldives,2/26/20
Maldives X 2/27/20,0,0,Maldives,2/27/20
Maldives X 2/28/20,0,0,Maldives,2/28/20
Maldives X 2/29/20,0,0,Maldives,2/29/20
Maldives X 3/1/20,0,0,Maldives,3/1/20
Maldives X 3/2/20,0,0,Maldives,3/2/20
Maldives X 3/3/20,0,0,Maldives,3/3/20
Maldives X 3/4/20,0,0,Maldives,3/4/20
Maldives X 3/5/20,0,0,Maldives,3/5/20
Maldives X 3/6/20,0,0,Maldives,3/6/20
Maldives X 3/7/20,0,0,Maldives,3/7/20
Maldives X 3/8/20,0,4,Maldives,3/8/20
Maldives X 3/9/20,0,4,Maldives,3/9/20
Maldives X 3/10/20,0,6,Maldives,3/10/20
Maldives X 3/11/20,0,8,Maldives,3/11/20
Maldives X 3/12/20,0,8,Maldives,3/12/20
Maldives X 3/13/20,0,9,Maldives,3/13/20
Maldives X 3/14/20,0,10,Maldives,3/14/20
Maldives X 3/15/20,0,13,Maldives,3/15/20
Maldives X 3/16/20,0,13,Maldives,3/16/20
Maldives X 3/17/20,0,13,Maldives,3/17/20
Maldives X 3/18/20,0,13,Maldives,3/18/20
Maldives X 3/19/20,0,13,Maldives,3/19/20
Maldives X 3/20/20,0,13,Maldives,3/20/20
Maldives X 3/21/20,0,13,Maldives,3/21/20
Maldives X 3/22/20,0,13,Maldives,3/22/20
Maldives X 3/23/20,0,13,Maldives,3/23/20
Maldives X 3/24/20,0,13,Maldives,3/24/20
Maldives X 3/25/20,0,13,Maldives,3/25/20
Maldives X 3/26/20,0,13,Maldives,3/26/20
Maldives X 3/27/20,0,16,Maldives,3/27/20
Maldives X 3/28/20,0,16,Maldives,3/28/20
Maldives X 3/29/20,0,17,Maldives,3/29/20
Maldives X 3/30/20,0,17,Maldives,3/30/20
Maldives X 3/31/20,0,18,Maldives,3/31/20
Maldives X 4/1/20,0,19,Maldives,4/1/20
Mali X 1/22/20,0,0,Mali,1/22/20
Mali X 1/23/20,0,0,Mali,1/23/20
Mali X 1/24/20,0,0,Mali,1/24/20
Mali X 1/25/20,0,0,Mali,1/25/20
Mali X 1/26/20,0,0,Mali,1/26/20
Mali X 1/27/20,0,0,Mali,1/27/20
Mali X 1/28/20,0,0,Mali,1/28/20
Mali X 1/29/20,0,0,Mali,1/29/20
Mali X 1/30/20,0,0,Mali,1/30/20
Mali X 1/31/20,0,0,Mali,1/31/20
Mali X 2/1/20,0,0,Mali,2/1/20
Mali X 2/2/20,0,0,Mali,2/2/20
Mali X 2/3/20,0,0,Mali,2/3/20
Mali X 2/4/20,0,0,Mali,2/4/20
Mali X 2/5/20,0,0,Mali,2/5/20
Mali X 2/6/20,0,0,Mali,2/6/20
Mali X 2/7/20,0,0,Mali,2/7/20
Mali X 2/8/20,0,0,Mali,2/8/20
Mali X 2/9/20,0,0,Mali,2/9/20
Mali X 2/10/20,0,0,Mali,2/10/20
Mali X 2/11/20,0,0,Mali,2/11/20
Mali X 2/12/20,0,0,Mali,2/12/20
Mali X 2/13/20,0,0,Mali,2/13/20
Mali X 2/14/20,0,0,Mali,2/14/20
Mali X 2/15/20,0,0,Mali,2/15/20
Mali X 2/16/20,0,0,Mali,2/16/20
Mali X 2/17/20,0,0,Mali,2/17/20
Mali X 2/18/20,0,0,Mali,2/18/20
Mali X 2/19/20,0,0,Mali,2/19/20
Mali X 2/20/20,0,0,Mali,2/20/20
Mali X 2/21/20,0,0,Mali,2/21/20
Mali X 2/22/20,0,0,Mali,2/22/20
Mali X 2/23/20,0,0,Mali,2/23/20
Mali X 2/24/20,0,0,Mali,2/24/20
Mali X 2/25/20,0,0,Mali,2/25/20
Mali X 2/26/20,0,0,Mali,2/26/20
Mali X 2/27/20,0,0,Mali,2/27/20
Mali X 2/28/20,0,0,Mali,2/28/20
Mali X 2/29/20,0,0,Mali,2/29/20
Mali X 3/1/20,0,0,Mali,3/1/20
Mali X 3/2/20,0,0,Mali,3/2/20
Mali X 3/3/20,0,0,Mali,3/3/20
Mali X 3/4/20,0,0,Mali,3/4/20
Mali X 3/5/20,0,0,Mali,3/5/20
Mali X 3/6/20,0,0,Mali,3/6/20
Mali X 3/7/20,0,0,Mali,3/7/20
Mali X 3/8/20,0,0,Mali,3/8/20
Mali X 3/9/20,0,0,Mali,3/9/20
Mali X 3/10/20,0,0,Mali,3/10/20
Mali X 3/11/20,0,0,Mali,3/11/20
Mali X 3/12/20,0,0,Mali,3/12/20
Mali X 3/13/20,0,0,Mali,3/13/20
Mali X 3/14/20,0,0,Mali,3/14/20
Mali X 3/15/20,0,0,Mali,3/15/20
Mali X 3/16/20,0,0,Mali,3/16/20
Mali X 3/17/20,0,0,Mali,3/17/20
Mali X 3/18/20,0,0,Mali,3/18/20
Mali X 3/19/20,0,0,Mali,3/19/20
Mali X 3/20/20,0,0,Mali,3/20/20
Mali X 3/21/20,0,0,Mali,3/21/20
Mali X 3/22/20,0,0,Mali,3/22/20
Mali X 3/23/20,0,0,Mali,3/23/20
Mali X 3/24/20,0,0,Mali,3/24/20
Mali X 3/25/20,0,2,Mali,3/25/20
Mali X 3/26/20,0,4,Mali,3/26/20
Mali X 3/27/20,0,11,Mali,3/27/20
Mali X 3/28/20,0,18,Mali,3/28/20
Mali X 3/29/20,1,18,Mali,3/29/20
Mali X 3/30/20,2,25,Mali,3/30/20
Mali X 3/31/20,2,28,Mali,3/31/20
Mali X 4/1/20,3,31,Mali,4/1/20
Malta X 1/22/20,0,0,Malta,1/22/20
Malta X 1/23/20,0,0,Malta,1/23/20
Malta X 1/24/20,0,0,Malta,1/24/20
Malta X 1/25/20,0,0,Malta,1/25/20
Malta X 1/26/20,0,0,Malta,1/26/20
Malta X 1/27/20,0,0,Malta,1/27/20
Malta X 1/28/20,0,0,Malta,1/28/20
Malta X 1/29/20,0,0,Malta,1/29/20
Malta X 1/30/20,0,0,Malta,1/30/20
Malta X 1/31/20,0,0,Malta,1/31/20
Malta X 2/1/20,0,0,Malta,2/1/20
Malta X 2/2/20,0,0,Malta,2/2/20
Malta X 2/3/20,0,0,Malta,2/3/20
Malta X 2/4/20,0,0,Malta,2/4/20
Malta X 2/5/20,0,0,Malta,2/5/20
Malta X 2/6/20,0,0,Malta,2/6/20
Malta X 2/7/20,0,0,Malta,2/7/20
Malta X 2/8/20,0,0,Malta,2/8/20
Malta X 2/9/20,0,0,Malta,2/9/20
Malta X 2/10/20,0,0,Malta,2/10/20
Malta X 2/11/20,0,0,Malta,2/11/20
Malta X 2/12/20,0,0,Malta,2/12/20
Malta X 2/13/20,0,0,Malta,2/13/20
Malta X 2/14/20,0,0,Malta,2/14/20
Malta X 2/15/20,0,0,Malta,2/15/20
Malta X 2/16/20,0,0,Malta,2/16/20
Malta X 2/17/20,0,0,Malta,2/17/20
Malta X 2/18/20,0,0,Malta,2/18/20
Malta X 2/19/20,0,0,Malta,2/19/20
Malta X 2/20/20,0,0,Malta,2/20/20
Malta X 2/21/20,0,0,Malta,2/21/20
Malta X 2/22/20,0,0,Malta,2/22/20
Malta X 2/23/20,0,0,Malta,2/23/20
Malta X 2/24/20,0,0,Malta,2/24/20
Malta X 2/25/20,0,0,Malta,2/25/20
Malta X 2/26/20,0,0,Malta,2/26/20
Malta X 2/27/20,0,0,Malta,2/27/20
Malta X 2/28/20,0,0,Malta,2/28/20
Malta X 2/29/20,0,0,Malta,2/29/20
Malta X 3/1/20,0,0,Malta,3/1/20
Malta X 3/2/20,0,0,Malta,3/2/20
Malta X 3/3/20,0,0,Malta,3/3/20
Malta X 3/4/20,0,0,Malta,3/4/20
Malta X 3/5/20,0,0,Malta,3/5/20
Malta X 3/6/20,0,0,Malta,3/6/20
Malta X 3/7/20,0,3,Malta,3/7/20
Malta X 3/8/20,0,3,Malta,3/8/20
Malta X 3/9/20,0,3,Malta,3/9/20
Malta X 3/10/20,0,5,Malta,3/10/20
Malta X 3/11/20,0,6,Malta,3/11/20
Malta X 3/12/20,0,6,Malta,3/12/20
Malta X 3/13/20,0,12,Malta,3/13/20
Malta X 3/14/20,0,18,Malta,3/14/20
Malta X 3/15/20,0,21,Malta,3/15/20
Malta X 3/16/20,0,30,Malta,3/16/20
Malta X 3/17/20,0,38,Malta,3/17/20
Malta X 3/18/20,0,38,Malta,3/18/20
Malta X 3/19/20,0,53,Malta,3/19/20
Malta X 3/20/20,0,64,Malta,3/20/20
Malta X 3/21/20,0,73,Malta,3/21/20
Malta X 3/22/20,0,90,Malta,3/22/20
Malta X 3/23/20,0,107,Malta,3/23/20
Malta X 3/24/20,0,110,Malta,3/24/20
Malta X 3/25/20,0,129,Malta,3/25/20
Malta X 3/26/20,0,134,Malta,3/26/20
Malta X 3/27/20,0,139,Malta,3/27/20
Malta X 3/28/20,0,149,Malta,3/28/20
Malta X 3/29/20,0,151,Malta,3/29/20
Malta X 3/30/20,0,156,Malta,3/30/20
Malta X 3/31/20,0,169,Malta,3/31/20
Malta X 4/1/20,0,188,Malta,4/1/20
Marshall Islands (the) X 1/22/20,0,0,Marshall Islands (the),1/22/20
Marshall Islands (the) X 1/23/20,0,0,Marshall Islands (the),1/23/20
Marshall Islands (the) X 1/24/20,0,0,Marshall Islands (the),1/24/20
Marshall Islands (the) X 1/25/20,0,0,Marshall Islands (the),1/25/20
Marshall Islands (the) X 1/26/20,0,0,Marshall Islands (the),1/26/20
Marshall Islands (the) X 1/27/20,0,0,Marshall Islands (the),1/27/20
Marshall Islands (the) X 1/28/20,0,0,Marshall Islands (the),1/28/20
Marshall Islands (the) X 1/29/20,0,0,Marshall Islands (the),1/29/20
Marshall Islands (the) X 1/30/20,0,0,Marshall Islands (the),1/30/20
Marshall Islands (the) X 1/31/20,0,0,Marshall Islands (the),1/31/20
Marshall Islands (the) X 2/1/20,0,0,Marshall Islands (the),2/1/20
Marshall Islands (the) X 2/2/20,0,0,Marshall Islands (the),2/2/20
Marshall Islands (the) X 2/3/20,0,0,Marshall Islands (the),2/3/20
Marshall Islands (the) X 2/4/20,0,0,Marshall Islands (the),2/4/20
Marshall Islands (the) X 2/5/20,0,0,Marshall Islands (the),2/5/20
Marshall Islands (the) X 2/6/20,0,0,Marshall Islands (the),2/6/20
Marshall Islands (the) X 2/7/20,0,0,Marshall Islands (the),2/7/20
Marshall Islands (the) X 2/8/20,0,0,Marshall Islands (the),2/8/20
Marshall Islands (the) X 2/9/20,0,0,Marshall Islands (the),2/9/20
Marshall Islands (the) X 2/10/20,0,0,Marshall Islands (the),2/10/20
Marshall Islands (the) X 2/11/20,0,0,Marshall Islands (the),2/11/20
Marshall Islands (the) X 2/12/20,0,0,Marshall Islands (the),2/12/20
Marshall Islands (the) X 2/13/20,0,0,Marshall Islands (the),2/13/20
Marshall Islands (the) X 2/14/20,0,0,Marshall Islands (the),2/14/20
Marshall Islands (the) X 2/15/20,0,0,Marshall Islands (the),2/15/20
Marshall Islands (the) X 2/16/20,0,0,Marshall Islands (the),2/16/20
Marshall Islands (the) X 2/17/20,0,0,Marshall Islands (the),2/17/20
Marshall Islands (the) X 2/18/20,0,0,Marshall Islands (the),2/18/20
Marshall Islands (the) X 2/19/20,0,0,Marshall Islands (the),2/19/20
Marshall Islands (the) X 2/20/20,0,0,Marshall Islands (the),2/20/20
Marshall Islands (the) X 2/21/20,0,0,Marshall Islands (the),2/21/20
Marshall Islands (the) X 2/22/20,0,0,Marshall Islands (the),2/22/20
Marshall Islands (the) X 2/23/20,0,0,Marshall Islands (the),2/23/20
Marshall Islands (the) X 2/24/20,0,0,Marshall Islands (the),2/24/20
Marshall Islands (the) X 2/25/20,0,0,Marshall Islands (the),2/25/20
Marshall Islands (the) X 2/26/20,0,0,Marshall Islands (the),2/26/20
Marshall Islands (the) X 2/27/20,0,0,Marshall Islands (the),2/27/20
Marshall Islands (the) X 2/28/20,0,0,Marshall Islands (the),2/28/20
Marshall Islands (the) X 2/29/20,0,0,Marshall Islands (the),2/29/20
Marshall Islands (the) X 3/1/20,0,0,Marshall Islands (the),3/1/20
Marshall Islands (the) X 3/2/20,0,0,Marshall Islands (the),3/2/20
Marshall Islands (the) X 3/3/20,0,0,Marshall Islands (the),3/3/20
Marshall Islands (the) X 3/4/20,0,0,Marshall Islands (the),3/4/20
Marshall Islands (the) X 3/5/20,0,0,Marshall Islands (the),3/5/20
Marshall Islands (the) X 3/6/20,0,0,Marshall Islands (the),3/6/20
Marshall Islands (the) X 3/7/20,0,0,Marshall Islands (the),3/7/20
Marshall Islands (the) X 3/8/20,0,0,Marshall Islands (the),3/8/20
Marshall Islands (the) X 3/9/20,0,0,Marshall Islands (the),3/9/20
Marshall Islands (the) X 3/10/20,0,0,Marshall Islands (the),3/10/20
Marshall Islands (the) X 3/11/20,0,0,Marshall Islands (the),3/11/20
Marshall Islands (the) X 3/12/20,0,0,Marshall Islands (the),3/12/20
Marshall Islands (the) X 3/13/20,0,0,Marshall Islands (the),3/13/20
Marshall Islands (the) X 3/14/20,0,0,Marshall Islands (the),3/14/20
Marshall Islands (the) X 3/15/20,0,0,Marshall Islands (the),3/15/20
Marshall Islands (the) X 3/16/20,0,0,Marshall Islands (the),3/16/20
Marshall Islands (the) X 3/17/20,0,0,Marshall Islands (the),3/17/20
Marshall Islands (the) X 3/18/20,0,0,Marshall Islands (the),3/18/20
Marshall Islands (the) X 3/19/20,0,0,Marshall Islands (the),3/19/20
Marshall Islands (the) X 3/20/20,0,0,Marshall Islands (the),3/20/20
Marshall Islands (the) X 3/21/20,0,0,Marshall Islands (the),3/21/20
Marshall Islands (the) X 3/22/20,0,0,Marshall Islands (the),3/22/20
Marshall Islands (the) X 3/23/20,0,0,Marshall Islands (the),3/23/20
Marshall Islands (the) X 3/24/20,0,0,Marshall Islands (the),3/24/20
Marshall Islands (the) X 3/25/20,0,0,Marshall Islands (the),3/25/20
Marshall Islands (the) X 3/26/20,0,0,Marshall Islands (the),3/26/20
Marshall Islands (the) X 3/27/20,0,0,Marshall Islands (the),3/27/20
Marshall Islands (the) X 3/28/20,0,0,Marshall Islands (the),3/28/20
Marshall Islands (the) X 3/29/20,0,0,Marshall Islands (the),3/29/20
Marshall Islands (the) X 3/30/20,0,0,Marshall Islands (the),3/30/20
Marshall Islands (the) X 3/31/20,0,0,Marshall Islands (the),3/31/20
Marshall Islands (the) X 4/1/20,0,0,Marshall Islands (the),4/1/20
Mauritania X 1/22/20,0,0,Mauritania,1/22/20
Mauritania X 1/23/20,0,0,Mauritania,1/23/20
Mauritania X 1/24/20,0,0,Mauritania,1/24/20
Mauritania X 1/25/20,0,0,Mauritania,1/25/20
Mauritania X 1/26/20,0,0,Mauritania,1/26/20
Mauritania X 1/27/20,0,0,Mauritania,1/27/20
Mauritania X 1/28/20,0,0,Mauritania,1/28/20
Mauritania X 1/29/20,0,0,Mauritania,1/29/20
Mauritania X 1/30/20,0,0,Mauritania,1/30/20
Mauritania X 1/31/20,0,0,Mauritania,1/31/20
Mauritania X 2/1/20,0,0,Mauritania,2/1/20
Mauritania X 2/2/20,0,0,Mauritania,2/2/20
Mauritania X 2/3/20,0,0,Mauritania,2/3/20
Mauritania X 2/4/20,0,0,Mauritania,2/4/20
Mauritania X 2/5/20,0,0,Mauritania,2/5/20
Mauritania X 2/6/20,0,0,Mauritania,2/6/20
Mauritania X 2/7/20,0,0,Mauritania,2/7/20
Mauritania X 2/8/20,0,0,Mauritania,2/8/20
Mauritania X 2/9/20,0,0,Mauritania,2/9/20
Mauritania X 2/10/20,0,0,Mauritania,2/10/20
Mauritania X 2/11/20,0,0,Mauritania,2/11/20
Mauritania X 2/12/20,0,0,Mauritania,2/12/20
Mauritania X 2/13/20,0,0,Mauritania,2/13/20
Mauritania X 2/14/20,0,0,Mauritania,2/14/20
Mauritania X 2/15/20,0,0,Mauritania,2/15/20
Mauritania X 2/16/20,0,0,Mauritania,2/16/20
Mauritania X 2/17/20,0,0,Mauritania,2/17/20
Mauritania X 2/18/20,0,0,Mauritania,2/18/20
Mauritania X 2/19/20,0,0,Mauritania,2/19/20
Mauritania X 2/20/20,0,0,Mauritania,2/20/20
Mauritania X 2/21/20,0,0,Mauritania,2/21/20
Mauritania X 2/22/20,0,0,Mauritania,2/22/20
Mauritania X 2/23/20,0,0,Mauritania,2/23/20
Mauritania X 2/24/20,0,0,Mauritania,2/24/20
Mauritania X 2/25/20,0,0,Mauritania,2/25/20
Mauritania X 2/26/20,0,0,Mauritania,2/26/20
Mauritania X 2/27/20,0,0,Mauritania,2/27/20
Mauritania X 2/28/20,0,0,Mauritania,2/28/20
Mauritania X 2/29/20,0,0,Mauritania,2/29/20
Mauritania X 3/1/20,0,0,Mauritania,3/1/20
Mauritania X 3/2/20,0,0,Mauritania,3/2/20
Mauritania X 3/3/20,0,0,Mauritania,3/3/20
Mauritania X 3/4/20,0,0,Mauritania,3/4/20
Mauritania X 3/5/20,0,0,Mauritania,3/5/20
Mauritania X 3/6/20,0,0,Mauritania,3/6/20
Mauritania X 3/7/20,0,0,Mauritania,3/7/20
Mauritania X 3/8/20,0,0,Mauritania,3/8/20
Mauritania X 3/9/20,0,0,Mauritania,3/9/20
Mauritania X 3/10/20,0,0,Mauritania,3/10/20
Mauritania X 3/11/20,0,0,Mauritania,3/11/20
Mauritania X 3/12/20,0,0,Mauritania,3/12/20
Mauritania X 3/13/20,0,0,Mauritania,3/13/20
Mauritania X 3/14/20,0,1,Mauritania,3/14/20
Mauritania X 3/15/20,0,1,Mauritania,3/15/20
