Word,Pos,Language,split
"""",PROPN,xho,test
oqale,VERB,xho,test
ukuyiqeqesha,VERB,xho,test
ngolebogang,PROPN,xho,test
obekade,VERB,xho,test
onzakele,ADJ,xho,test
idlalise,VERB,xho,test
ujackson,PROPN,xho,test
mabokgwane,PROPN,xho,test
kasiyabonga,PROPN,xho,test
oqhele,VERB,xho,test
njengonozinti,NOUN,xho,test
asukele,VERB,xho,test
elikhawulezileyo,ADJ,xho,test
egotywe,VERB,xho,test
nguvincent,PROPN,xho,test
oyisike,VERB,xho,test
enyuka,VERB,xho,test
kwicala,ADJ,xho,test
lasekunene,ADJ,xho,test
babhinqe,VERB,xho,test
omfitshane,ADJ,xho,test
bakasolinas,NOUN,xho,test
kwemizuzuu,NOUN,xho,test
uleonardo,PROPN,xho,test
ubumhle,ADJ,xho,test
okuncomekayo,VERB,xho,test
abonisile,VERB,xho,test
ukuba,DET,xho,test
izinga,NOUN,xho,test
lomdlalo,NOUN,xho,test
liye,VERB,xho,test
lehla,VERB,xho,test
babethwe,VERB,xho,test
kukulahla,VERB,xho,test
ibingahlali,VERB,xho,test
ngokwaneleyo,ADV,xho,test
abakwazi,VERB,xho,test
ukudala,ADJ,xho,test
obesoloko,VERB,xho,test
eyingxaki,VERB,xho,test
kwichiefs,PROPN,xho,test
emva,ADJ,xho,test
edulileyo,VERB,xho,test
kukungaqini,VERB,xho,test
kwabadlali,NOUN,xho,test
umario,PROPN,xho,test
booysen,PROPN,xho,test
ngezana,NOUN,xho,test
boyisiwe,VERB,xho,test
luxinizelelo,NOUN,xho,test
bepirates,PROPN,xho,test
ngokukhulu,VERB,xho,test
ukuzithemba,NOUN,xho,test
ipirates,NOUN,xho,test
iya,PRON,xho,test
kwibala,NOUN,xho,test
yinelson,PROPN,xho,test
ezidlala,VERB,xho,test
epeter,PROPN,xho,test
ikamva,NOUN,xho,test
likasolinas,PROPN,xho,test
mfiliba,NOUN,xho,test
kapa,PROPN,xho,test
ugalelekile,VERB,xho,test
samazwe,NOUN,xho,test
ngamazwe,NOUN,xho,test
sasekapa,NOUN,xho,test
sobethwa,PROPN,xho,test
ukugaleleka,VERB,xho,test
echithe,VERB,xho,test
iinyanga,NOUN,xho,test
kukhuphiswano,ADJ,xho,test
kwisixeko,NOUN,xho,test
segolide,PROPN,xho,test
ebelindelwe,VERB,xho,test
ekuquka,VERB,xho,test
abanesine,VERB,xho,test
bekungekho,VERB,xho,test
mfutho,NOUN,xho,test
ungako,NOUN,xho,test
efika,VERB,xho,test
abafoti,NOUN,xho,test
boonondaba,NOUN,xho,test
bethatha,VERB,xho,test
imifanekiso,NOUN,xho,test
kayanga,PROPN,xho,test
batsale,VERB,xho,test
oonogada,NOUN,xho,test
nabathe,VERB,xho,test
bavula,VERB,xho,test
bemamkela,VERB,xho,test
ezifudumeleyo,ADJ,xho,test
luthando,NOUN,xho,test
ndiziva,VERB,xho,test
ndichulumance,NOUN,xho,test
ngeyona,ADV,xho,test
imangalisayo,VERB,xho,test
kwethuba,NOUN,xho,test
ndalinikela,VERB,xho,test
ikhaya,NOUN,xho,test
ophumelele,ADJ,xho,test
ebephelekwe,VERB,xho,test
ngunina,NOUN,xho,test
ulinda,PROPN,xho,test
kwanoyise,VERB,xho,test
uayanda,PROPN,xho,test
bakayanga,NOUN,xho,test
baziinkuku,NOUN,xho,test
ezisikwe,VERB,xho,test
umlomo,NOUN,xho,test
nokuphumelela,VERB,xho,test
kwentombi,NOUN,xho,test
neselula,VERB,xho,test
ngokweminyaka,ADV,xho,test
kukhuphiswano,VERB,xho,test
ndibulela,VERB,xho,test
bam,PRON,xho,test
izihlobo,NOUN,xho,test
othe,VERB,xho,test
wathabatha,VERB,xho,test
kwimpumelelo,NOUN,xho,test
yam,NOUN,xho,test
ndikule,VERB,xho,test
ndikuyo,VERB,xho,test
kungenxa,VERB,xho,test
yegalelo,NOUN,xho,test
elimandla,ADJ,xho,test
nabathe,NOUN,xho,test
baqinisekisa,VERB,xho,test
ndibuya,VERB,xho,test
naso,PRON,xho,test
isithsaba,VERB,xho,test
seidols,PROPN,xho,test
zika2018,NOUN,xho,test
yeeidols,NOUN,xho,test
sukela,VERB,xho,test
oko,VERB,xho,test
zaqalayo,VERB,xho,test
intshona,PROPN,xho,test
isikhusele,VERB,xho,test
isithsaba,NOUN,xho,test
seidols,NOUN,xho,test
bezidlala,VERB,xho,test
kumzansi,PROPN,xho,test
magic,PROPN,xho,test
channel,PROPN,xho,test
yesihlanu,ADJ,xho,test
kwemini,NOUN,xho,test
uyanga,VERB,xho,test
kwabasetyhini,NOUN,xho,test
oonyaka,NOUN,xho,test
abathathu,ADJ,xho,test
belandelelana,VERB,xho,test
isigidi,NOUN,xho,test
seerandi,NOUN,xho,test
ihauwei,PROPN,xho,test
matebook,PROPN,xho,test
irouter,PROPN,xho,test
idata,PROPN,xho,test
zisuka,VERB,xho,test
kwabakwatelkom,PROPN,xho,test
lwesithuthi,NOUN,xho,test
seford,PROPN,xho,test
fiesta,PROPN,xho,test
titunium,PROPN,xho,test
ir100,PROPN,xho,test
kwivenkile,NOUN,xho,test
yakwatruworths,PROPN,xho,test
ir80,PROPN,xho,test
yezixhobo,NOUN,xho,test
zomculo,NOUN,xho,test
kwanoshicilelo,NOUN,xho,test
kwinkampani,NOUN,xho,test
yomculo,NOUN,xho,test
igallo,PROPN,xho,test
record,PROPN,xho,test
nangona,NOUN,xho,test
eselula,VERB,xho,test
ngokweminyaka,NOUN,xho,test
uceba,VERB,xho,test
ukucula,VERB,xho,test
umculo,NOUN,xho,test
wegospel,NOUN,xho,test
ngelizama,ADP,xho,test
ukusondeza,VERB,xho,test
ngomculo,NOUN,xho,test
wokholo,NOUN,xho,test
kumagqibela,VERB,xho,test
khuphiswano,NOUN,xho,test
ugxa,NOUN,xho,test
uthato,PROPN,xho,test
makepe,PROPN,xho,test
yaye,CCONJ,xho,test
kunanamhla,NOUN,xho,test
akakholelwa,VERB,xho,test
ngenene,ADJ,xho,test
kukhuphiswano,NOUN,xho,test
zesihlandlo,NOUN,xho,test
seshumi,ADJ,xho,test
zasemzantsi,PROPN,xho,test
kweye,NOUN,xho,test
khala,PROPN,xho,test
kwafikelelwa,VERB,xho,test
emaphethelweni,NOUN,xho,test
iijaji,NOUN,xho,test
kukhuphiswa,VERB,xho,test
lweidols,ADP,xho,test
ibingurandalll,NOUN,xho,test
abrahams,PROPN,xho,test
unathi,PROPN,xho,test
msengana,PROPN,xho,test
kwanosomizi,CCONJ,xho,test
mhlongo,PROPN,xho,test
kananjalo,NOUN,xho,test
zophule,VERB,xho,test
irekhodi,NOUN,xho,test
leevoti,NOUN,xho,test
zithe,VERB,xho,test
zaqabela,VERB,xho,test
ku142,PROPN,xho,test
yezigidi,NOUN,xho,test
zeevoti,NOUN,xho,test
auditions,PROPN,xho,test
ezilandelayo,VERB,xho,test
kwisihlandlo,NOUN,xho,test
seshumi,NOUN,xho,test
zeidols,PROPN,xho,test
u2019,PROPN,xho,test
epitoli,ADP,xho,test
zingomhla,VERB,xho,test
wama26,NOUN,xho,test
we9,NOUN,xho,test
kweyo,PROPN,xho,test
mdumba,PROPN,xho,test
ethekwini,PROPN,xho,test
erhawutini,PROPN,xho,test
zibanjelwe,VERB,xho,test
deon,PROPN,xho,test
goodman,PROPN,xho,test
fcduring,PROPN,xho,test
semifinal,PROPN,xho,test
and,PROPN,xho,test
at,PROPN,xho,test
lebhola,ADJ,xho,test
laselimpopo,PROPN,xho,test
lizibekele,VERB,xho,test
iguqise,VERB,xho,test
zonyaka,NOUN,xho,test
ibidvest,PROPN,xho,test
epeter,ADP,xho,test
amakhwenkwe,NOUN,xho,test
kawedson,PROPN,xho,test
angene,ADJ,xho,test
galakangqa,VERB,xho,test
ngenyawo,NOUN,xho,test
sokugqibela,ADJ,xho,test
setelkom,PROPN,xho,test
yawo,PRON,xho,test
ngumatome,PROPN,xho,test
sokuqala,VERB,xho,test
iphozise,VERB,xho,test
maseko,NOUN,xho,test
izame,VERB,xho,test
yokuguqula,VERB,xho,test
ucole,PROPN,xho,test
odlala,VERB,xho,test
uvuthulule,VERB,xho,test
intambula,NOUN,xho,test
ifike,VERB,xho,test
qwa,ADJ,xho,test
odibeneyo,ADJ,xho,test
beqinisekisa,VERB,xho,test
kwangaxeshanye,NOUN,xho,test
okokuba,CCONJ,xho,test
abayivumeli,VERB,xho,test
yesiqhelo,ADJ,xho,test
wewits,PROPN,xho,test
udarren,PROPN,xho,test
ebexakekile,VERB,xho,test
lokuphumla,ADJ,xho,test
bewits,VERB,xho,test
bayaphazamiseka,VERB,xho,test
uhaashim,PROPN,xho,test
nogift,PROPN,xho,test
ingxaki,NOUN,xho,test
ibinye,ADJ,xho,test
qha,CCONJ,xho,test
ngokuzimisela,VERB,xho,test
okukhulu,ADJ,xho,test
ezenziwe,VERB,xho,test
ngugavin,PROPN,xho,test
hunt,PROPN,xho,test
azikwazanga,VERB,xho,test
ukulinceda,VERB,xho,test
abakgaga,PROPN,xho,test
emdlalweni,NOUN,xho,test
obusemoses,PROPN,xho,test
chipezeze,NOUN,xho,test
semenya,PROPN,xho,test
chivaviro,NOUN,xho,test
chawapiwa,PROPN,xho,test
dlamini,PROPN,xho,test
kgoetyane,PROPN,xho,test
madubanya,PROPN,xho,test
chivaviro,PROPN,xho,test
matloga,PROPN,xho,test
patjie,PROPN,xho,test
nkausu,PROPN,xho,test
mere,PROPN,xho,test
hlatshwayo,NOUN,xho,test
mkhwanazi,NOUN,xho,test
nonyane,PROPN,xho,test
monare,PROPN,xho,test
71′,NUM,xho,test
46′,NUM,xho,test
dzvukamanja,NOUN,xho,test
macuphu,NOUN,xho,test
mhlongo,NOUN,xho,test
ritchie,PROPN,xho,test
pelembe,PROPN,xho,test
vincent,PROPN,xho,test
challenged,VERB,xho,test
by,VERB,xho,test
ramahlwe,PROPN,xho,test
semi,ADJ,xho,test
final,ADJ,xho,test
and,VERB,xho,test
moses,PROPN,xho,test
mabhida,VERB,xho,test
asantywizisa,VERB,xho,test
iimpofane,NOUN,xho,test
ziphantsi,ADJ,xho,test
yi,PROPN,xho,test
ibilityeli,NOUN,xho,test
lesithathu,ADJ,xho,test
ikaize,PROPN,xho,test
ibethwa,VERB,xho,test
wodwa,ADJ,xho,test
baqumbile,VERB,xho,test
adibana,VERB,xho,test
nezimamoto,PROPN,xho,test
ngecala,ADV,xho,test
yesixhenxe,VERB,xho,test
ngorhatya,NOUN,xho,test
uramahlwe,PROPN,xho,test
linye,ADJ,xho,test
iyeza,NOUN,xho,test
elinokunyanga,VERB,xho,test
kukuphumelela,VERB,xho,test
singabadlali,NOUN,xho,test
isibuyisele,VERB,xho,test
siphose,VERB,xho,test
zasikhathaza,VERB,xho,test
sasifuna,VERB,xho,test
phambini,ADP,xho,test
sigqithe,VERB,xho,test
asinakuhlala,VERB,xho,test
endaweni,NOUN,xho,test
naphakade,NOUN,xho,test
eqeleni,NOUN,xho,test
uzama,VERB,xho,test
ukusikhuthaza,VERB,xho,test
thina,PRON,xho,test
xeshikweni,NOUN,xho,test
kuthethe,VERB,xho,test
iphulukene,VERB,xho,test
neendebe,NOUN,xho,test
kanye,ADJ,xho,test
ebangele,VERB,xho,test
axolise,VERB,xho,test
kubalandeli,NOUN,xho,test
kwayo,NOUN,xho,test
isemva,NOUN,xho,test
kumanqwanqwa,VERB,xho,test
isende,VERB,xho,test
sisenemidlalo,NOUN,xho,test
emininzi,ADJ,xho,test
siqinisekise,VERB,xho,test
siqhuba,VERB,xho,test
elandelayo,ADJ,xho,test
enokuba,VERB,xho,test
liyeza,VERB,xho,test
lokunyanga,NOUN,xho,test
komnye,ADJ,xho,test
weconfederation,PROPN,xho,test
ebidvest,ADP,xho,test
nevegaterianos,PROPN,xho,test
iorlando,PROPN,xho,test
kungquzulana,VERB,xho,test
nelight,PROPN,xho,test
yaseseychelles,ADP,xho,test
celebrate,VERB,xho,test
a,VERB,xho,test
goal,ADJ,xho,test
during,PRON,xho,test
abuyele,VERB,xho,test
ngokuzibethela,VERB,xho,test
eqandeli,VERB,xho,test
ebusuku,NOUN,xho,test
eyedwa,VERB,xho,test
kwamane,NOUN,xho,test
ayingcwabe,VERB,xho,test
ebizama,ADJ,xho,test
noxa,VERB,xho,test
ibingenabo,NOUN,xho,test
wokumelana,VERB,xho,test
uzifakele,VERB,xho,test
elakhe,PRON,xho,test
kwizimamoto,NOUN,xho,test
ebidaphudaphu,VERB,xho,test
ongene,ADJ,xho,test
uwenzile,VERB,xho,test
umahluko,NOUN,xho,test
wancedisa,VERB,xho,test
kwigowuli,NOUN,xho,test
ugiovani,PROPN,xho,test
aqhele,VERB,xho,test
ukulidlalisa,VERB,xho,test
unike,VERB,xho,test
uvirgil,PROPN,xho,test
bekudlala,VERB,xho,test
uteenage,PROPN,xho,test
uerick,PROPN,xho,test
nosiphosethu,PROPN,xho,test
ntiya,ADJ,xho,test
uwillard,PROPN,xho,test
ebebotshwe,VERB,xho,test
nesiququ,NOUN,xho,test
sasemadagasca,PROPN,xho,test
esidlale,VERB,xho,test
ophucukileyo,ADJ,xho,test
uandriamirado,PROPN,xho,test
andrianarimanana,PROPN,xho,test
enkqenkqeza,VERB,xho,test
ngukhama,PROPN,xho,test
wesithandathu,NOUN,xho,test
uqalile,VERB,xho,test
ubulawulwa,VERB,xho,test
ibikwayiyo,VERB,xho,test
nevelise,VERB,xho,test
bakagiovanni,PROPN,xho,test
abangakwazanga,VERB,xho,test
kukugalela,VERB,xho,test
okwenza,VERB,xho,test
iliqela,NOUN,xho,test
elingenandumasi,NOUN,xho,test
kangako,ADV,xho,test
ebholeni,VERB,xho,test
yezwekazi,NOUN,xho,test
ukuxhathisa,VERB,xho,test
saphela,VERB,xho,test
isiqingatha,NOUN,xho,test
ingakwazanga,VERB,xho,test
ebilifuna,VERB,xho,test
udaniel,PROPN,xho,test
noogxa,VERB,xho,test
impazamo,NOUN,xho,test
yalunguswe,VERB,xho,test
nguvirgil,PROPN,xho,test
bezimamoto,PROPN,xho,test
ubilliat,PROPN,xho,test
uleornado,PROPN,xho,test
ukunkqonkqoza,VERB,xho,test
kwiipali,NOUN,xho,test
zayo,ADJ,xho,test
ziwe,VERB,xho,test
ibuye,VERB,xho,test
ekhefini,ADP,xho,test
bebetshayela,VERB,xho,test
ephambi,VERB,xho,test
kwabo,VERB,xho,test
benayo,VERB,xho,test
nendawo,NOUN,xho,test
erhabaxa,VERB,xho,test
ebadlalini,NOUN,xho,test
andrianarimanana,NOUN,xho,test
emzuzwini,NOUN,xho,test
wesihlanu,ADJ,xho,test
wethoba,NOUN,xho,test
ubiliat,PROPN,xho,test
ukhabe,VERB,xho,test
intambula,VERB,xho,test
ekude,VERB,xho,test
ibanjwe,VERB,xho,test
lula,PRON,xho,test
ngunozinti,ADJ,xho,test
wezimamoto,PROPN,xho,test
uramadhan,PROPN,xho,test
adume,VERB,xho,test
efaka,VERB,xho,test
kokudlalelwa,VERB,xho,test
nontiya,PROPN,xho,test
anesithathu,ADJ,xho,test
edlalwe,VERB,xho,test
esizikithini,NOUN,xho,test
sebala,NOUN,xho,test
ibathwana,NOUN,xho,test
ebelixhasa,VERB,xho,test
ligoduke,VERB,xho,test
lixolile,VERB,xho,test
yenani,PRON,xho,test
llamagowuli,VERB,xho,test
afakiweyo,VERB,xho,test
virgil,PROPN,xho,test
daniel,PROPN,xho,test
teenage,PROPN,xho,test
willard,NOUN,xho,test
andriamirado,PROPN,xho,test
andianarimanana,PROPN,xho,test
kabelo,PROPN,xho,test
leonardo,PROPN,xho,test
zimamoto,NOUN,xho,test
yussuf,PROPN,xho,test
amour,VERB,xho,test
hati,PROPN,xho,test
aussein,PROPN,xho,test
suleiman,PROPN,xho,test
mohd,PROPN,xho,test
ameir,PROPN,xho,test
hauna,PROPN,xho,test
jabir,PROPN,xho,test
ibrahim,PROPN,xho,test
hamad,PROPN,xho,test
ahmada,PROPN,xho,test
nyange,NOUN,xho,test
othman,PROPN,xho,test
denge,VERB,xho,test
hafidh,VERB,xho,test
barik,ADJ,xho,test
ekhonkxwe,VERB,xho,test
kukonzakala,VERB,xho,test
urivaldo,PROPN,xho,test
angabuyela,VERB,xho,test
nangawuphi,NOUN,xho,test
umzuzu,NOUN,xho,test
mdlali,NOUN,xho,test
webafana,PROPN,xho,test
uqukiwe,VERB,xho,test
yimamelodi,PROPN,xho,test
kuluhlu,ADJ,xho,test
lwabadlali,NOUN,xho,test
abaza,VERB,xho,test
yisundowns,PROPN,xho,test
akwazi,VERB,xho,test
ukuyidlalela,VERB,xho,test
yokwenzakala,NOUN,xho,test
okwamphosanisa,VERB,xho,test
eyurophu,ADP,xho,test
kukhangeleka,VERB,xho,test
ukulungele,VERB,xho,test
kwibhola,NOUN,xho,test
kwimultichoice,PROPN,xho,test
diski,PROPN,xho,test
challenge,PROPN,xho,test
kweenyanga,NOUN,xho,test
zinzo,NOUN,xho,test
yoqhankqalazo,NOUN,xho,test
lolutsha,ADJ,xho,test
yasecumakala,ADP,xho,test
weanc,PROPN,xho,test
kwiphondo,ADP,xho,test
umkhombise,VERB,xho,test
usodolophu,VERB,xho,test
ogama,VERB,xho,test
linguphatheka,PROPN,xho,test
qaba,PROPN,xho,test
wazithathela,VERB,xho,test
ingqwalasela,NOUN,xho,test
izikhalo,NOUN,xho,test
zolu,PRON,xho,test
lutsha,VERB,xho,test
zokusombulula,VERB,xho,test
mbhodamo,NOUN,xho,test
umbhodamo,NOUN,xho,test
elinesithandathu,ADJ,xho,test
yedwarha,NOUN,xho,test
nolusaqhubayo,VERB,xho,test
lukhalela,VERB,xho,test
ngokuzalana,VERB,xho,test
nangesilalo,NOUN,xho,test
bekhalela,VERB,xho,test
nokungavezwa,VERB,xho,test
mathuba,NOUN,xho,test
okunikezwa,VERB,xho,test
kwezakhono,NOUN,xho,test
kulutsha,ADJ,xho,test
lwala,ADJ,xho,test
mmandla,NOUN,xho,test
dulubhentsu,VERB,xho,test
wasukela,VERB,xho,test
kumngcelele,VERB,xho,test
wolutsha,NOUN,xho,test
owawusisa,VERB,xho,test
uxwebhu,NOUN,xho,test
lwalo,NOUN,xho,test
lezikhalazo,NOUN,xho,test
kusodolophu,NOUN,xho,test
yomsintsi,NOUN,xho,test
lubeka,VERB,xho,test
zikhalazo,NOUN,xho,test
zingentla,NOUN,xho,test
koku,NOUN,xho,test
lamnika,VERB,xho,test
iintsuku,NOUN,xho,test
aphendule,VERB,xho,test
akube,VERB,xho,test
engaphendulanga,VERB,xho,test
kwezo,NOUN,xho,test
ntsuku,NOUN,xho,test
baqalisa,VERB,xho,test
ngokuthulula,VERB,xho,test
amatye,VERB,xho,test
kwiifesitile,NOUN,xho,test
nakwiminyango,NOUN,xho,test
yamagumbi,NOUN,xho,test
kamasipala,NOUN,xho,test
bebanga,VERB,xho,test
ngelithi,ADV,xho,test
wayebonakalisa,VERB,xho,test
ukunganaki,VERB,xho,test
izikhalazo,NOUN,xho,test
kwaphuma,VERB,xho,test
nesidumbu,NOUN,xho,test
tom,PROPN,xho,test
edutyulwa,VERB,xho,test
ngamapolisa,NOUN,xho,test
siphokazi,PROPN,xho,test
mawisa,PROPN,xho,test
bengamashumi,NOUN,xho,test
abasele,VERB,xho,test
bebanjiwe,VERB,xho,test
zokutshisa,VERB,xho,test
kwanokonakalisa,VERB,xho,test
izakhiwo,NOUN,xho,test
dolophu,NOUN,xho,test
anc,PROPN,xho,test
ikukhalimele,VERB,xho,test
ukutshiswa,VERB,xho,test
nokonakaliswa,VERB,xho,test
kwezakhiwo,NOUN,xho,test
kutshiswe,VERB,xho,test
iiloli,NOUN,xho,test
zambini,ADJ,xho,test
lulutsha,VERB,xho,test
kwindlela,ADP,xho,test
un6,PROPN,xho,test
kurhulumente,PROPN,xho,test
ufikile,PROPN,xho,test
utyelele,VERB,xho,test
masipala,NOUN,xho,test
ngeliyokusabela,VERB,xho,test
ekhohlo,ADJ,xho,test
ngunjingalwazi,PROPN,xho,test
mlungisi,PROPN,xho,test
makalima,PROPN,xho,test
bulelani,PROPN,xho,test
wenulatex,PROPN,xho,test
isaacs,PROPN,xho,test
wemeek,PROPN,xho,test
kwanosimphiwe,CCONJ,xho,test
isiza,NOUN,xho,test
sophuhliso,NOUN,xho,test
lwezoshishino,NOUN,xho,test
east,PROPN,xho,test
london,PROPN,xho,test
industrial,PROPN,xho,test
zone,PROPN,xho,test
ngolwesine,PROPN,xho,test
libhengeze,VERB,xho,test
utyalomali,NOUN,xho,test
olungaphaya,VERB,xho,test
kwezigidi,NOUN,xho,test
ezingamakhulu,VERB,xho,test
kwiphulo,NOUN,xho,test
kudala,VERB,xho,test
engamakhulu,VERB,xho,test
sibhengezo,NOUN,xho,test
senziwe,VERB,xho,test
yingqonyela,NOUN,xho,test
yesi,PRON,xho,test
ebhengeza,VERB,xho,test
yokuchwela,VERB,xho,test
nokugudisa,VERB,xho,test
idayimani,NOUN,xho,test
imeek,PROPN,xho,test
kwanenkampani,PRON,xho,test
eyenza,VERB,xho,test
iikhondom,NOUN,xho,test
inulatex,PROPN,xho,test
sa,PROPN,xho,test
emonti,PROPN,xho,test
phakathi,PRON,xho,test
korhulumente,NOUN,xho,test
wasempuma,PROPN,xho,test
kwanesebe,VERB,xho,test
issacs,PROPN,xho,test
wakwameek,PROPN,xho,test
ir423,PROPN,xho,test
ekwikhulu,VERB,xho,test
wakwanulatex,PROPN,xho,test
ebhengeze,VERB,xho,test
ir79,PROPN,xho,test
ukondlo,PROPN,xho,test
mashishini,NOUN,xho,test
umeek,PROPN,xho,test
nonulatex,PROPN,xho,test
angumzekelo,NOUN,xho,test
weenguqu,NOUN,xho,test
kwezoshishino,NOUN,xho,test
akhokelwa,VERB,xho,test
abamnyama,VERB,xho,test
wophuhliso,NOUN,xho,test
loqoqosho,NOUN,xho,test
ngumfuziselo,NOUN,xho,test
wokuba,NOUN,xho,test
sasemonti,ADP,xho,test
yindawo,NOUN,xho,test
elungileyo,ADJ,xho,test
yokwenza,VERB,xho,test
luza,ADJ,xho,test
kusinceda,VERB,xho,test
yokumka,VERB,xho,test
kwabantu,PRON,xho,test
beshiya,VERB,xho,test
impuma,PROPN,xho,test
besiya,VERB,xho,test
kwamanye,PRON,xho,test
amaphondo,NOUN,xho,test
kwemisebenzi,NOUN,xho,test
umabuyane,PROPN,xho,test
ubulelani,PROPN,xho,test
lubonisa,VERB,xho,test
mhlophe,ADJ,xho,test
yokuxhasa,VERB,xho,test
amashishini,NOUN,xho,test
amnyama,ADJ,xho,test
iyasebenza,VERB,xho,test
ingasathathi,VERB,xho,test
nxaxheba,NOUN,xho,test
i,PROPN,xho,test
ibuyele,VERB,xho,test
ilight,PROPN,xho,test
yaseseychelles,PROPN,xho,test
usebenzise,VERB,xho,test
abaliqela,ADJ,xho,test
abangaqhelanga,VERB,xho,test
ngethamsanqa,NOUN,xho,test
phantse,CCONJ,xho,test
bonke,PRON,xho,test
balibambe,VERB,xho,test
zozibini,NOUN,xho,test
abalifumeneyo,ADJ,xho,test
lokubonisa,VERB,xho,test
nanini,NOUN,xho,test
webucs,PROPN,xho,test
nguthabo,PROPN,xho,test
qalinge,PROPN,xho,test
augustin,PROPN,xho,test
umpho,PROPN,xho,test
makola,PROPN,xho,test
ujustine,PROPN,xho,test
nolinda,PROPN,xho,test
mntambo,PROPN,xho,test
esiphezulu,ADJ,xho,test
abonise,VERB,xho,test
ukuyinxanelwa,VERB,xho,test
ziindwendwe,NOUN,xho,test
ezitsazise,VERB,xho,test
ngumario,PROPN,xho,test
ravo,PROPN,xho,test
elinesixhenxe,ADJ,xho,test
semizuzu,NOUN,xho,test
esixhenxe,ADJ,xho,test
uqalinge,PROPN,xho,test
kokucishilela,VERB,xho,test
ebuyele,VERB,xho,test
komsebenzi,NOUN,xho,test
ngukudakwashe,PROPN,xho,test
mahachi,PROPN,xho,test
ngumulenga,PROPN,xho,test
nomakole,PROPN,xho,test
aqinisekisile,VERB,xho,test
lokuphuma,ADJ,xho,test
ihamba,VERB,xho,test
kwisigaba,VERB,xho,test
sesibini,NOUN,xho,test
nomntambo,PROPN,xho,test
awabo,PRON,xho,test
ivuthulule,VERB,xho,test
obusebhayi,VERB,xho,test
ibambene,VERB,xho,test
ngeqanda,NOUN,xho,test
ebidvest,PROPN,xho,test
yamkela,VERB,xho,test
use,PROPN,xho,test
likamicho,PROPN,xho,test
kujongana,VERB,xho,test
neteam,PROPN,xho,test
choice,PROPN,xho,test
lizithembile,VERB,xho,test
kokuphumelela,VERB,xho,test
ikhangela,VERB,xho,test
ibethelele,VERB,xho,test
phezulu,ADP,xho,test
kwipsl,NOUN,xho,test
iyasokola,VERB,xho,test
ka,ADP,xho,test
isithembiso,NOUN,xho,test
sikamongameli,NOUN,xho,test
sendlu,NOUN,xho,test
nefudumeleyo,NOUN,xho,test
kumam,NOUN,xho,test
sizalisekisiwe,VERB,xho,test
umphathiswa,NOUN,xho,test
wokuhlaliswa,VERB,xho,test
koluntu,NOUN,xho,test
mfeketo,PROPN,xho,test
etyelela,VERB,xho,test
ngelokunikezela,NOUN,xho,test
ngokusesikweni,VERB,xho,test
kunene,NOUN,xho,test
yiminyaka,NOUN,xho,test
engaphaya,VERB,xho,test
ozala,VERB,xho,test
amagqala,NOUN,xho,test
omzabalazo,NOUN,xho,test
ehlala,VERB,xho,test
kwindlu,NOUN,xho,test
yerdp,PROPN,xho,test
ebetyelele,VERB,xho,test
elinanye,ADJ,xho,test
yenkanga,NOUN,xho,test
yokutyelela,VERB,xho,test
abakhi,NOUN,xho,test
babexakekile,VERB,xho,test
bebeka,NOUN,xho,test
isitena,NOUN,xho,test
zingaphelanga,VERB,xho,test
iiveki,NOUN,xho,test
ezintathu,ADJ,xho,test
imagumbi,NOUN,xho,test
okulala,ADJ,xho,test
nekhitshi,NOUN,xho,test
nendlu,NOUN,xho,test
yokuhlala,VERB,xho,test
sitting,PROPN,xho,test
room,PROPN,xho,test
ibisele,VERB,xho,test
ndiyavuya,VERB,xho,test
umbulelo,NOUN,xho,test
ongazenzisiyo,ADJ,xho,test
kumongameli,PROPN,xho,test
umongameli,PROPN,xho,test
kugqitywa,VERB,xho,test
kweyomqungu,PROPN,xho,test
ngoko,CCONJ,xho,test
bendingekayilindeli,VERB,xho,test
indothusile,VERB,xho,test
umam,NOUN,xho,test
siziva,VERB,xho,test
sichulumance,NOUN,xho,test
nomoya,NOUN,xho,test
wonwabile,VERB,xho,test
ebesoloko,VERB,xho,test
inga,PRON,xho,test
ebhubha,VERB,xho,test
angaphumela,VERB,xho,test
kwikhaya,NOUN,xho,test
elingcono,ADJ,xho,test
kunemeko,NOUN,xho,test
ebesihlala,VERB,xho,test
unomda,PROPN,xho,test
owancama,NOUN,xho,test
anako,NOUN,xho,test
efuna,VERB,xho,test
likhululeke,VERB,xho,test
abanye,NOUN,xho,test
koonyana,NOUN,xho,test
babhubhela,VERB,xho,test
elubhacweni,NOUN,xho,test
inkululeko,NOUN,xho,test
silapha,VERB,xho,test
siyabulela,VERB,xho,test
ngegalelo,NOUN,xho,test
lolu,ADJ,xho,test
sapho,ADJ,xho,test
kumzabalazo,NOUN,xho,test
esaleka,VERB,xho,test
yakhiwe,NOUN,xho,test
felefele,VERB,xho,test
yoncedo,NOUN,xho,test
lwenkampani,NOUN,xho,test
yakwamms,NOUN,xho,test
wavakalisa,VERB,xho,test
esidlangalaleni,NOUN,xho,test
uyakuphela,VERB,xho,test
yakhiwe,VERB,xho,test
ngokokutsha,ADJ,xho,test
mfeto,PROPN,xho,test
kwendlu,NOUN,xho,test
eyakhelwe,VERB,xho,test
umam',NOUN,xho,test
ojongene,VERB,xho,test
lokudubula,VERB,xho,test
elipolisa,ADJ,xho,test
